funding_total_usd ;market ;funding_rounds;seed;venture;equity_crowdfunding;undisclosed;debt_financing;angel;grant;private_equity;post_ipo_equity;post_ipo_debt;secondary_market;product_crowdfunding;round_A;round_B;round_C;round_D;round_E;round_F;round_G;round_H;Status;firm_age
1.11E+08;Biotechnology ;9;0;74150000;0;11566;30478899;0;0;6000001;0;0;0;0;0;13500000;8250000;28800000;16600000;0;0;0;1;29
2500000;Internet Radio Market ;1;0;2500000;0;0;0;0;0;0;0;0;0;0;2500000;0;0;0;0;0;0;0;1;24
4277507;Software ;2;1894000;2383507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
2100000;Software ;1;0;2100000;0;0;0;0;0;0;0;0;0;0;2100000;0;0;0;0;0;0;0;1;27
8198838;Security ;4;0;8198838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
3.05E+07;Hardware + Software ;2;0;22500000;0;0;8000000;0;0;0;0;0;0;0;0;22500000;0;0;0;0;0;0;1;19
1245092;Medical ;3;500184;744908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
1.87E+07;Advertising ;5;0;18700000;0;0;0;0;0;0;0;0;0;0;3000000;6000000;8000000;0;0;0;0;0;1;18
75000;Marketplaces ;1;0;75000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
8700000;Health and Wellness ;1;0;8700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26
600000;Health Care ;1;600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
737630;Finance ;2;0;0;0;0;197630;540000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
3638201;Software ;1;0;3638201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
1.51E+08;Biotechnology ;6;0;36250000;0;0;0;0;0;115000000;0;0;0;0;9250000;27000000;0;0;0;0;0;0;1;17
5280000;Enterprise Software ;1;0;5280000;0;0;0;0;0;0;0;0;0;0;0;0;0;5280000;0;0;0;0;1;26
1.01E+08;Health Care ;3;0;82000000;0;0;0;0;0;18905707;0;0;0;0;0;26000000;56000000;0;0;0;0;0;1;21
6.65E+07;Clean Technology ;3;0;66500000;0;0;0;0;0;0;0;0;0;0;12100000;19200000;35200000;0;0;0;0;0;1;21
150000;Software ;1;0;150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
9000000;Software ;1;0;9000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
3600000;Enterprise Software ;3;1500000;1500000;0;0;600000;0;0;0;0;0;0;0;1500000;0;0;0;0;0;0;0;1;15
4.91E+07;Incentives ;4;0;49122326;0;0;0;0;0;0;0;0;0;0;4700000;5922326;24500000;0;0;0;0;0;1;30
5.01E+07;Health Care ;1;0;50100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
1.36E+08;Semiconductors ;5;0;132242436;0;0;3533827;0;0;0;0;0;0;0;25400000;52000000;45000000;0;0;0;0;0;1;21
1250000;Gamification ;1;1250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1400000;Internet of Things ;1;1400000;0;0;0;0;0;0;0;0;0;0;0;1400000;0;0;0;0;0;0;0;1;12
7300000;Android ;1;0;7300000;0;0;0;0;0;0;0;0;0;0;7300000;0;0;0;0;0;0;0;1;12
2.00E+07;Software ;1;0;20000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
8960000;Apps ;3;300000;8660000;0;0;0;0;0;0;0;0;0;0;2500000;6160000;0;0;0;0;0;0;1;13
7974296;Software ;1;0;7974296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
1.50E+07;Clean Technology ;4;0;15000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
40000;Curated Web ;1;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1.19E+08;Enterprise Software ;7;0;118500000;0;0;0;0;0;0;0;0;0;0;7000000;8000000;8500000;15000000;30000000;50000000;0;0;1;18
2.00E+07;Finance ;1;0;20000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
2.03E+07;Finance ;1;0;20292075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
6000000;Enterprise Software ;1;0;6000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29
2.70E+07;Biotechnology ;6;0;24980000;0;0;2000000;0;0;0;0;0;0;0;24480000;0;0;0;0;0;0;0;1;17
7.25E+07;Marketing Automation ;5;0;72500000;0;0;0;0;0;0;0;0;0;0;0;4000000;10000000;16000000;0;0;0;0;1;17
2.21E+07;Clean Technology ;1;0;22123893;0;0;0;0;0;0;0;0;0;0;22123893;0;0;0;0;0;0;0;1;21
5.76E+07;Internet ;6;0;57616859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22000000;15000000;0;0;1;27
1.56E+07;Software ;1;0;15600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
137500;Consulting ;1;0;137500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
2.08E+08;Enterprise Software ;5;0;207500000;0;0;0;0;0;0;0;0;0;0;8000000;16000000;33500000;50000000;100000000;0;0;0;1;16
7000720;Biotechnology ;2;0;6636720;0;0;364000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
600000;Biotechnology ;2;0;600000;0;0;0;0;0;0;0;0;0;0;0;100000;0;0;0;0;0;0;1;16
5.82E+07;Mobile ;5;0;58200000;0;0;0;0;0;0;0;0;0;0;7700000;5000000;15500000;10000000;20000000;0;0;0;1;25
100000;Collectibles ;2;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1510005;Software ;1;0;1510005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
6000000;Mobile ;2;0;6000000;0;0;0;0;0;0;0;0;0;0;6000000;0;0;0;0;0;0;0;1;13
2.50E+07;Software ;1;0;25000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
40000;Software ;1;0;0;0;0;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
950000;Health Care ;2;950000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
1.60E+07;Health Care ;3;0;16000000;0;0;0;0;0;0;0;0;0;0;6000000;10000000;0;0;0;0;0;0;1;15
40000;Biotechnology ;1;0;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
705000;Games ;2;705000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
2.25E+07;Enterprise Software ;5;0;22500000;0;0;0;0;0;0;0;0;0;0;6500000;16000000;0;0;0;0;0;0;1;22
9.97E+07;Biotechnology ;11;0;84117507;0;0;10600000;0;0;4999999;0;0;0;0;100000;11710000;15000000;0;0;0;0;0;1;21
1300000;E-Commerce ;1;0;1300000;0;0;0;0;0;0;0;0;0;0;1300000;0;0;0;0;0;0;0;1;15
925000;Biotechnology ;3;0;775000;0;0;150000;0;0;0;0;0;0;0;500000;0;0;0;0;0;0;0;1;18
2.14E+08;Software ;10;0;66208700;0;0;3000000;0;0;145000000;0;0;0;0;200000;15500000;19000000;11200000;20000000;0;0;0;1;26
1.64E+07;Enterprise Software ;4;0;15000000;0;0;1400000;0;0;0;0;0;0;0;8000000;0;0;0;0;0;0;0;0;17
5000;Consulting ;1;0;0;0;0;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
6000000;Semiconductors ;1;0;0;0;0;6000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
4099999;Financial Services ;1;4099999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
899955;Education ;1;899955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1.33E+07;Finance ;2;0;10000000;0;0;0;0;0;3250001;0;0;0;0;0;10000000;0;0;0;0;0;0;1;18
2750000;Real Estate ;1;0;2750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
680000;Mobile Security ;2;0;0;0;0;180000;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
2200000;Education ;2;0;2200000;0;0;0;0;0;0;0;0;0;0;2200000;0;0;0;0;0;0;0;1;14
2500000;Transportation ;2;0;2000000;500000;0;0;0;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;1;14
550000;Health Care ;2;400000;0;0;0;150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
150000;Hardware + Software ;1;0;150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
242500;Software ;1;0;0;0;0;242500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1.19E+07;Telecommunications ;4;0;1999973;0;6614865;0;0;0;3264866;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2670394;Biotechnology ;2;1920391;750003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
439603;Biotechnology ;1;0;439603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
8.60E+07;Health Care ;2;0;86000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
1500321;Health Care ;1;0;1500321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
3000000;Ad Targeting ;1;0;0;0;0;3000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
2.33E+07;Development Platforms ;4;0;23300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
9.30E+07;E-Commerce ;3;0;10000000;0;0;0;0;0;83000000;0;0;0;0;5000000;5000000;0;0;0;0;0;0;1;30
2200000;Biotechnology ;2;700000;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29
1.81E+07;Manufacturing ;2;0;18100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31
6000000;Health Care ;3;0;6000000;0;0;0;0;0;0;0;0;0;0;6000000;0;0;0;0;0;0;0;1;14
1.00E+07;Biotechnology ;2;0;7500000;0;0;2500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32
2000000;Health Care ;1;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
6.32E+07;Biotechnology ;5;0;60676464;0;0;2500000;0;0;0;0;0;0;0;0;54200000;0;0;0;0;0;0;1;14
6400000;Biotechnology ;2;0;6400000;0;0;0;0;0;0;0;0;0;0;6400000;0;0;0;0;0;0;0;1;16
2000000;Mobile ;2;0;2000000;0;0;0;0;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;1;13
1.76E+07;Mobile ;3;600000;17000000;0;0;0;0;0;0;0;0;0;0;5000000;12000000;0;0;0;0;0;0;1;20
50000;Social Media Advertising ;1;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
4549999;Advertising ;2;0;3049999;0;0;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
175000;Software ;2;0;0;75000;0;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1075000;News ;2;1075000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
6637111;Health Care ;2;2500001;4137110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1.95E+07;Security ;2;0;19500000;0;0;0;0;0;0;0;0;0;0;4500000;15000000;0;0;0;0;0;0;1;13
7131660;Nanotechnology ;4;1760445;5371215;0;0;0;0;0;0;0;0;0;0;4750000;0;0;0;0;0;0;0;1;17
8.20E+07;Health Care ;4;0;82000000;0;0;0;0;0;0;0;0;0;0;0;21000000;21000000;40000000;0;0;0;0;1;25
1.64E+07;Biotechnology ;5;0;8299920;0;0;7077158;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;19
2700000;Manufacturing ;1;0;2700000;0;0;0;0;0;0;0;0;0;0;2700000;0;0;0;0;0;0;0;1;18
4.85E+07;Television ;5;1000000;47500000;0;0;0;0;0;0;0;0;0;0;10000000;13000000;20000000;0;0;0;0;0;1;19
1.00E+07;Advertising ;1;0;10000000;0;0;0;0;0;0;0;0;0;0;10000000;0;0;0;0;0;0;0;1;24
5954000;Mobile ;3;0;5100000;0;0;854000;0;0;0;0;0;0;0;1500000;3600000;0;0;0;0;0;0;1;17
1.12E+08;Bio-Pharm ;3;0;109999480;0;0;0;0;2500000;0;0;0;0;0;0;0;5000000;104999480;0;0;0;0;1;16
2.30E+07;Cloud Management ;3;0;19999999;0;0;3000000;0;0;0;0;0;0;0;14000000;5999999;0;0;0;0;0;0;1;24
4000000;Semiconductors ;1;0;4000000;0;0;0;0;0;0;0;0;0;0;0;4000000;0;0;0;0;0;0;1;18
1.04E+07;Advertising ;2;0;5200000;0;0;0;0;0;0;5200000;0;0;0;0;0;0;0;0;0;0;0;1;13
7875598;E-Commerce ;2;0;7875598;0;0;0;0;0;0;0;0;0;0;0;4937798;0;0;0;0;0;0;1;16
8.45E+07;Software ;4;0;84500000;0;0;0;0;0;0;0;0;0;0;0;0;7500000;55000000;0;0;0;0;1;22
1.04E+07;Biotechnology ;2;0;10350000;0;0;0;0;0;0;0;0;0;0;4550000;5800000;0;0;0;0;0;0;0;16
550000;Software ;1;0;550000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
2.40E+07;Semantic Web ;4;0;24020000;0;0;0;0;0;0;0;0;0;0;1500000;4520000;0;0;0;0;0;0;1;18
2.48E+07;Enterprise Software ;6;0;23940640;0;0;905315;0;0;0;0;0;0;0;10200000;3000000;0;0;0;0;0;0;1;18
1.32E+07;Advertising ;4;700000;12500000;0;0;0;0;0;0;0;0;0;0;2000000;10500000;0;0;0;0;0;0;1;15
3.00E+07;Collaboration ;6;0;30000000;0;0;0;0;0;0;0;0;0;0;10000000;9000000;0;0;0;0;0;0;1;26
2400000;Software ;1;0;2400000;0;0;0;0;0;0;0;0;0;0;2400000;0;0;0;0;0;0;0;1;27
4.41E+07;Advertising ;4;0;44115160;0;0;0;0;0;0;0;0;0;0;11715160;20000000;0;0;0;0;0;0;1;16
7250000;Biotechnology ;4;250000;7000000;0;0;0;0;0;0;0;0;0;0;7000000;0;0;0;0;0;0;0;1;17
1.30E+07;Big Data ;1;0;13000000;0;0;0;0;0;0;0;0;0;0;13000000;0;0;0;0;0;0;0;1;13
2.00E+07;Finance ;1;0;20000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
1300000;Assisitive Technology ;1;0;1300000;0;0;0;0;0;0;0;0;0;0;1300000;0;0;0;0;0;0;0;1;13
4.04E+07;Publishing ;4;0;40400000;0;0;0;0;0;0;0;0;0;0;4000000;8000000;23000000;5400000;0;0;0;0;1;22
6500000;Advertising ;2;1500000;5000000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;14
1.19E+08;Advertising ;7;0;119175000;0;0;16000;0;0;0;0;0;0;0;1775000;6400000;19000000;0;61000000;0;0;0;1;21
1.14E+08;Entertainment ;3;0;114000000;0;0;0;0;0;0;0;0;0;0;0;0;80000000;0;0;0;0;0;1;20
1800000;Software ;1;1800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
6.58E+07;SaaS ;2;0;65839694;0;0;0;0;0;0;0;0;0;0;15839694;50000000;0;0;0;0;0;0;1;16
1.06E+07;Automotive ;3;0;10600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30
1170000;E-Commerce ;1;1170000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
1000000;Advertising ;1;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
110000;Trusted Networks ;1;110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
200000;Data Visualization ;1;0;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
725000;Social Buying ;1;725000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
7.30E+07;Advertising ;7;0;56000000;0;0;0;0;0;17000000;0;0;0;0;2500000;15500000;18000000;20000000;0;0;0;0;1;21
2729000;Enterprise Software ;2;339000;2390000;0;0;0;0;0;0;0;0;0;0;2390000;0;0;0;0;0;0;0;1;13
300000;Mobile ;2;0;0;0;0;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
5000000;Consulting ;1;0;5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29
1500000;E-Commerce ;2;0;1000000;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
3100000;Sales and Marketing ;1;0;3100000;0;0;0;0;0;0;0;0;0;0;3100000;0;0;0;0;0;0;0;1;22
250000;Software ;1;0;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
505000;Education ;2;0;505000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1.20E+07;Mobile ;2;2000000;10000000;0;0;0;0;0;0;0;0;0;0;10000000;0;0;0;0;0;0;0;1;15
810000;Biotechnology ;1;0;810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
1015000;Enterprise Software ;2;0;1015000;0;0;0;0;0;0;0;0;0;0;700000;0;0;0;0;0;0;0;1;14
1800000;Optimization ;2;1800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
6000000;Software ;1;0;6000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
4.40E+07;Semiconductors ;6;0;35981909;0;0;8000000;0;0;0;0;0;0;0;0;0;17356914;13999995;0;0;0;0;1;19
2000000;Advertising ;1;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
5500000;Advertising ;2;0;5500000;0;0;0;0;0;0;0;0;0;0;0;3000000;2500000;0;0;0;0;0;1;20
720000;E-Commerce ;1;720000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
328000;Real Time ;3;278000;0;0;0;0;0;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
470000;Advertising ;2;0;0;0;0;0;470000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
300000;Health and Wellness ;1;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
2350000;Medical Devices ;2;600000;1750000;0;0;0;0;0;0;0;0;0;0;1750000;0;0;0;0;0;0;0;1;14
1600000;Biotechnology ;1;0;1600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29
2246171;Software ;1;0;2246171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26
1500000;Advertising ;1;0;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
4035000;Biotechnology ;3;0;2500000;0;0;1535000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
2000000;Mobile ;1;0;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
6731042;Biotechnology ;2;0;6731042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
2.30E+07;Biotechnology ;1;0;23000000;0;0;0;0;0;0;0;0;0;0;0;0;0;23000000;0;0;0;0;1;28
2649402;Biotechnology ;2;2649402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2.70E+07;Advertising ;2;0;27000000;0;0;0;0;0;0;0;0;0;0;8000000;19000000;0;0;0;0;0;0;1;19
100000;Local Based Services ;2;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
3.97E+07;Biotechnology ;9;0;39682384;0;0;0;0;0;0;0;0;0;0;6300000;3180000;4000000;8200000;0;0;0;0;1;18
4000000;Mobile ;2;0;4000000;0;0;0;0;0;0;0;0;0;0;4000000;0;0;0;0;0;0;0;1;13
355000;Travel ;3;355000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
25000;Real Estate ;1;0;0;25000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
3301958;Advertising ;1;0;0;0;0;0;0;0;3301958;0;0;0;0;0;0;0;0;0;0;0;0;1;15
256000;Marketplaces ;2;0;0;0;0;256000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
550000;Medical ;2;50000;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
1.19E+07;Mobile ;3;0;11900000;0;0;0;0;0;0;0;0;0;0;0;4300000;7600000;0;0;0;0;0;1;13
4.30E+07;Advertising ;2;0;43000000;0;0;0;0;0;0;0;0;0;0;8000000;35000000;0;0;0;0;0;0;1;15
2.48E+08;Mobile Games ;2;0;248000000;0;0;0;0;0;0;0;0;0;0;48000000;200000000;0;0;0;0;0;0;1;21
1540000;Software ;3;1540000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
7500000;Social Media ;3;500000;7000000;0;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;1;16
8300000;Biotechnology ;2;0;3300000;0;0;0;0;0;0;0;0;0;0;3300000;0;0;0;0;0;0;0;1;22
6544400;Creative ;3;0;6544400;0;0;0;0;0;0;0;0;0;0;2800000;1344400;0;0;0;0;0;0;1;15
474063;Advertising ;1;0;474063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
3.00E+07;Auctions ;3;0;30000000;0;0;0;0;0;0;0;0;0;0;7000000;8000000;15000000;0;0;0;0;0;1;18
2300000;RIM ;1;0;0;0;0;0;0;0;2300000;0;0;0;0;0;0;0;0;0;0;0;0;1;19
1.90E+07;Security ;2;0;19000000;0;0;0;0;0;0;0;0;0;0;0;8000000;11000000;0;0;0;0;0;1;23
1990000;Health Care ;1;0;1990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1240000;Education ;2;1240000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
4.68E+07;Advertising ;4;0;46800000;0;0;0;0;0;0;0;0;0;0;3600000;15000000;28200000;0;0;0;0;0;1;19
2200000;Advertising ;1;0;2200000;0;0;0;0;0;0;0;0;0;0;2200000;0;0;0;0;0;0;0;1;13
5000000;Advertising ;1;0;5000000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;14
4.25E+07;Biotechnology ;2;0;42500000;0;0;0;0;0;0;0;0;0;0;0;27000000;15500000;0;0;0;0;0;1;23
500000;Social Media ;1;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
2.91E+07;Displays ;4;0;29125000;0;0;0;0;0;0;0;0;0;0;5000000;10025000;6000000;8100000;0;0;0;0;1;20
1700000;Advertising ;1;1700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
2.20E+07;Messaging ;2;0;22000000;0;0;0;0;0;0;0;0;0;0;7000000;0;0;0;0;0;0;0;1;26
5.65E+07;Social Commerce ;5;0;56464869;0;0;0;0;0;0;0;0;0;0;0;0;36000000;0;0;0;0;0;1;16
1.15E+07;Fashion ;6;500000;11000000;0;0;0;0;0;0;0;0;0;0;2500000;8500000;0;0;0;0;0;0;1;14
1230000;Video ;2;1230000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
100000;Search ;2;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
1.78E+07;Advertising ;4;0;17807000;0;0;0;0;0;0;0;0;0;0;2000000;10000000;5300000;0;0;0;0;0;1;19
340000;Security ;4;205000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2000000;Television ;1;0;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1000000;Advertising ;1;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
8.90E+07;Advertising ;4;0;89000000;0;0;0;0;0;0;0;0;0;0;4000000;15000000;70000000;0;0;0;0;0;1;18
2.00E+07;Software ;1;0;0;0;0;0;20000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
50000;Advertising ;1;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
2000000;Advertising ;1;0;0;0;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
75000;Advertising ;1;0;75000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
1200000;Internet Marketing ;2;0;0;0;0;0;1200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
8750000;Software ;4;2500000;6250000;0;0;0;0;0;0;0;0;0;0;6250000;0;0;0;0;0;0;0;1;13
550000;Advertising ;1;550000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
3118000;Outdoor Advertising ;4;1118000;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
4000000;Advertising ;1;0;4000000;0;0;0;0;0;0;0;0;0;0;4000000;0;0;0;0;0;0;0;1;15
500000;Mobile Advertising ;1;0;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1300000;Advertising ;1;0;1300000;0;0;0;0;0;0;0;0;0;0;1300000;0;0;0;0;0;0;0;1;17
100000;Advertising ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
2300000;Social Media ;2;0;2300000;0;0;0;0;0;0;0;0;0;0;1000000;1300000;0;0;0;0;0;0;1;19
2.55E+07;Clean Energy ;3;0;25500000;0;0;0;0;0;0;0;0;0;0;5000000;20500000;0;0;0;0;0;0;1;17
9.20E+07;Biotechnology ;7;0;91468847;0;0;512100;0;0;0;0;0;0;0;0;25750000;55000000;0;0;0;0;0;1;25
100000;Search ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
1.95E+07;Biotechnology ;3;0;19500000;0;0;0;0;0;0;0;0;0;0;0;17000000;0;0;0;0;0;0;1;24
480000;Manufacturing ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
7746327;Biotechnology ;1;0;7746327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
3.35E+07;Biotechnology ;2;0;33500000;0;0;0;0;0;0;0;0;0;0;0;8000000;25500000;0;0;0;0;0;1;22
444000;Hardware + Software ;1;0;444000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
836778;Health Care ;1;0;836778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28
9850000;Biotechnology ;4;450000;9400000;0;0;0;0;0;0;0;0;0;0;3000000;6400000;0;0;0;0;0;0;1;17
1.88E+07;Biotechnology ;3;0;17400000;0;0;0;0;1400000;0;0;0;0;0;5400000;12000000;0;0;0;0;0;0;1;18
5.78E+07;Biotechnology ;3;0;25000000;0;0;2777000;0;0;0;30000000;0;0;0;0;0;0;0;0;0;0;0;1;18
