"funding_total_usd ";"name";"market ";"funding_rounds";"founded_at";"first_funding_at";"Statuts"
"29660000";"Atempo";"Software ";2;1992-01-01 00:00:00;2006-05-08 00:00:00;0
"25500000";"Aternity";"Enterprise Software ";3;2004-01-01 00:00:00;2005-02-14 00:00:00;0
"1573497";"Atheer Labs";"Software ";3;2011-01-01 00:00:00;2013-12-29 00:00:00;0
"4000000";"Athena Design Systems";"Software ";1;2003-01-01 00:00:00;2007-01-29 00:00:00;1
"2000000";"Athena Feminine Technologies";"Health Care ";1;1996-01-01 00:00:00;2009-09-02 00:00:00;0
"37673932";"AtheroMed";"Health Care ";6;2006-01-01 00:00:00;2009-12-11 00:00:00;0
"999131";"Atherotech Diagnostics Lab";"Biotechnology ";1;1994-01-01 00:00:00;2009-10-16 00:00:00;0
"9000002";"Athersys";"Biotechnology ";1;1995-01-01 00:00:00;2012-03-23 00:00:00;0
"200000";"Athigo";"Mobile ";1;2011-01-01 00:00:00;2011-01-01 00:00:00;1
"250000";"Athlete Builder";"Education ";1;2014-01-01 00:00:00;2014-01-01 00:00:00;0
"1300000";"Athlete Network";"Brand Marketing ";3;2014-01-01 00:00:00;2008-10-28 00:00:00;0
"1681068";"AthletePath";"Software ";4;2006-01-01 00:00:00;2011-11-17 00:00:00;0
"22500000";"Athletes' Performance";"Training ";2;1999-01-01 00:00:00;2006-10-17 00:00:00;0
"100000";"Athletic Standard";"Networking ";1;2010-12-01 00:00:00;2011-01-01 00:00:00;0
"8200000";"AtHoc";"Email ";2;2005-01-01 00:00:00;2005-04-01 00:00:00;0
"300000";"atHomestars";"Advertising ";1;2011-09-01 00:00:00;2013-09-27 00:00:00;1
"3500000";"Athos";"Fitness ";2;2012-01-01 00:00:00;2013-11-26 00:00:00;0
"225828977";"ATI Physical Therapy";"Health and Wellness ";1;1996-01-01 00:00:00;2010-03-25 00:00:00;0
"131000000";"Atieva";"Automotive ";3;2007-01-01 00:00:00;2009-12-17 00:00:00;0
"5387632";"Atigeo";"Software ";1;2005-05-17 00:00:00;2010-02-19 00:00:00;0
"125000";"Atilekt";"E-Commerce ";1;2012-02-17 00:00:00;2011-07-01 00:00:00;0
"3533014";"Ativa Medical";"Biotechnology ";2;2008-01-01 00:00:00;2012-07-26 00:00:00;0
"2000000";"Atlanta Micro";"E-Commerce ";2;2011-01-01 00:00:00;2013-06-03 00:00:00;0
"50000";"AtlanteTrek";"Artificial Intelligence ";1;2009-12-01 00:00:00;2011-02-05 00:00:00;1
"30000000";"Atlantis Computing";"Enterprise Software ";2;2006-01-01 00:00:00;2010-08-25 00:00:00;0
"50000";"Atlas Health Technologies";"Health and Wellness ";1;2013-01-01 00:00:00;2013-09-19 00:00:00;0
"115345";"Atlas Local";"Local Businesses ";1;2009-01-01 00:00:00;2009-04-08 00:00:00;0
"700000";"Atlas Powered";"Productivity Software ";1;2011-08-01 00:00:00;2012-12-01 00:00:00;0
"100000";"Atlas Scientific";"Hardware + Software ";1;2008-01-01 00:00:00;2013-08-13 00:00:00;0
"3500000";"Atlas Spine";"Biotechnology ";1;2001-01-01 00:00:00;2011-03-18 00:00:00;0
"2189019";"Atlas Wearables";"Fitness ";3;2013-01-01 00:00:00;2013-08-05 00:00:00;0
"152500";"Atlas5D";"Hardware + Software ";1;2012-01-03 00:00:00;2013-05-01 00:00:00;0
"300000";"Atmosferiq";"Advertising ";1;2013-09-01 00:00:00;2013-12-10 00:00:00;0
"1400000";"Atmospheir";"Contact Management ";2;2011-11-01 00:00:00;2013-02-01 00:00:00;0
"1050000";"Atomic Moguls";"Games ";1;2007-01-01 00:00:00;2007-02-26 00:00:00;0
"465000";"Atooma";"Industrial Automation ";2;2014-03-05 00:00:00;2013-03-10 00:00:00;0
"7600000";"Atossa Genetics";"Biotechnology ";2;2009-01-01 00:00:00;2011-06-27 00:00:00;0
"8000000";"Atreaon";"Biotechnology ";1;2010-01-01 00:00:00;2011-10-27 00:00:00;0
"6860000";"Atreca";"Biotechnology ";3;2010-01-01 00:00:00;2011-10-18 00:00:00;0
"33041484";"Atrenta";"Software ";4;2001-01-01 00:00:00;2005-12-30 00:00:00;0
"22200000";"Atrica";"Web Hosting ";1;2000-01-01 00:00:00;2006-04-05 00:00:00;1
"8500000";"AtriCure";"Medical Devices ";2;2000-11-01 00:00:00;2000-01-01 00:00:00;0
"5085000";"ATRP Solutions";"E-Commerce ";6;2006-01-01 00:00:00;2008-11-05 00:00:00;0
"13000000";"Atrua Technologies";"Mobile ";3;2000-01-01 00:00:00;2006-12-07 00:00:00;0
"2500000";"Attachments.me";"Software ";2;2011-01-01 00:00:00;2011-03-02 00:00:00;0
"62000000";"AtTask";"SaaS ";3;2001-03-01 00:00:00;2007-06-03 00:00:00;0
"3000000";"Attend.com";"Nonprofits ";2;2013-03-01 00:00:00;2013-06-25 00:00:00;0
"200000";"Attendify";"Mobile ";1;2011-01-01 00:00:00;2013-09-26 00:00:00;0
"5000000";"Attenex";"Software ";1;2000-01-01 00:00:00;2005-05-23 00:00:00;0
"475000";"Attensa";"Software ";1;2011-01-01 00:00:00;2014-09-12 00:00:00;0
"25000";"Attention Point";"Biotechnology ";1;2012-01-01 00:00:00;2012-11-13 00:00:00;0
"1650000";"Attentive.ly";"Nonprofits ";4;2012-06-03 00:00:00;2012-06-01 00:00:00;0
"24522872";"Atterocor";"Biotechnology ";2;2012-01-01 00:00:00;2012-08-03 00:00:00;0
"25000";"Atticous";"E-Commerce ";1;2011-07-01 00:00:00;2012-04-02 00:00:00;0
"71100000";"Attivio";"Enterprise Software ";4;2007-08-01 00:00:00;2007-09-01 00:00:00;0
"250000";"AttorneyFee";"Big Data ";1;2011-09-11 00:00:00;2011-07-07 00:00:00;0
"1900000";"Attracta";"Content Delivery ";1;2009-08-15 00:00:00;2009-08-15 00:00:00;0
"10000";"Attractionfirst.com";"Online Dating ";1;2014-10-01 00:00:00;2014-09-14 00:00:00;0
"25200000";"Attributor";"SEO ";4;2005-10-01 00:00:00;2006-01-28 00:00:00;0
"5000000";"Attune Foods";"Health and Wellness ";1;2006-01-01 00:00:00;2009-12-21 00:00:00;0
"1243750";"Attune RTD";"Manufacturing ";1;2001-01-01 00:00:00;2011-07-11 00:00:00;0
"18000000";"Attune Systems";"Hardware + Software ";2;1999-01-01 00:00:00;2006-06-27 00:00:00;1
"1100000";"atVenu";"Software ";1;2012-01-01 00:00:00;2014-02-04 00:00:00;0
"104500000";"aTyr Pharma";"Biotechnology ";5;2005-01-01 00:00:00;2007-04-18 00:00:00;0
"3877920";"Aubrey";"Biotechnology ";1;2007-01-01 00:00:00;2009-08-31 00:00:00;0
"141750000";"Auction.com";"Real Estate ";3;2007-01-01 00:00:00;2012-08-17 00:00:00;0
"2400000";"auctionPAL";"E-Commerce ";1;2005-01-01 00:00:00;2007-03-01 00:00:00;0
"5500000";"AuctionPay";"Nonprofits ";1;2002-01-01 00:00:00;2006-09-26 00:00:00;0
"400000";"Auctomatic";"Auctions ";2;2007-01-01 00:00:00;2007-01-01 00:00:00;0
"55894778";"Audax Health Solutions";"Health Care ";3;2010-01-01 00:00:00;2011-09-02 00:00:00;0
"687500";"Audax Medical";"Hardware + Software ";2;2009-01-01 00:00:00;2010-05-12 00:00:00;0
"72500000";"Audentes Therapeutics";"Biotechnology ";2;2013-01-01 00:00:00;2013-07-18 00:00:00;0
"1280000";"Audible Magic";"Software ";1;1999-01-01 00:00:00;2009-08-24 00:00:00;0
"1574000";"Audicus";"Health and Wellness ";1;2011-01-01 00:00:00;2014-04-30 00:00:00;0
"3560000";"AudiencePoint";"Enterprise Software ";4;2010-01-01 00:00:00;2010-10-13 00:00:00;0
"56546875";"AudienceScience";"Digital Media ";4;2003-01-01 00:00:00;2005-12-17 00:00:00;0
"9500000";"Audigence";"Biotechnology ";1;2007-01-01 00:00:00;2010-07-26 00:00:00;0
"100000";"Audingo";"Software ";1;2010-11-01 00:00:00;2012-05-03 00:00:00;0
"2450000";"Audioair";"Technology ";1;2011-03-07 00:00:00;2012-09-01 00:00:00;0
"250000";"AudioCaseFiles";"Legal ";1;2006-02-01 00:00:00;2007-10-01 00:00:00;0
"400000";"Audiodraft";"Music ";1;2010-01-01 00:00:00;2013-07-17 00:00:00;0
"4346500";"AudioEye";"Software ";3;2003-01-01 00:00:00;2013-08-14 00:00:00;0
"4500000";"Audiolife";"E-Commerce ";2;2008-01-18 00:00:00;2005-10-01 00:00:00;0
"1250000";"AudioMicro";"Games ";2;2008-05-24 00:00:00;2008-10-20 00:00:00;0
"85000";"AudioName";"Social Media ";2;2011-04-01 00:00:00;2011-11-03 00:00:00;0
"3482300";"Audiosocket";"Media ";4;2008-05-01 00:00:00;2008-01-01 00:00:00;0
"330000";"AudioTag";"Advertising ";1;2011-06-01 00:00:00;2012-01-01 00:00:00;0
"1450000";"Audiotoniq";"Hardware + Software ";1;2009-01-01 00:00:00;2011-08-02 00:00:00;0
"3000000";"AuditFile";"Accounting ";2;2011-01-01 00:00:00;2013-02-01 00:00:00;0
"30426151";"Auditude";"Monetization ";4;1999-01-01 00:00:00;2007-12-05 00:00:00;0
"2800000";"Augmate";"Computer Vision ";3;2013-07-31 00:00:00;2014-05-13 00:00:00;0
"7300000";"Augmedix";"Health and Wellness ";1;2012-01-01 00:00:00;2014-06-16 00:00:00;0
"20900000";"Augmenix";"Health Care ";4;2008-01-01 00:00:00;2009-07-23 00:00:00;0
"500000";"Augmented Pixels CO";"Augmented Reality ";1;2010-03-01 00:00:00;2013-02-19 00:00:00;0
"8590000";"Augmentix";"Hardware + Software ";1;2003-01-01 00:00:00;2005-08-12 00:00:00;0
"90000";"AugmentWare";"Business Development ";2;2007-11-08 00:00:00;2008-11-01 00:00:00;1
"40000";"Augmi Labs";"Aerospace ";1;2012-01-01 00:00:00;2013-02-14 00:00:00;0
"10000000";"August";"Home Automation ";2;2013-01-01 00:00:00;2013-01-01 00:00:00;0
"3256505";"Augustine Temperature Management";"Biotechnology ";4;2008-01-01 00:00:00;2009-10-30 00:00:00;0
"96700000";"Augustus Energy Partners";"Clean Technology ";1;2006-01-01 00:00:00;2014-01-09 00:00:00;0
"456000";"AUM Cardiovascular";"Biotechnology ";1;2009-01-01 00:00:00;2011-07-07 00:00:00;0
"820000";"Aunalytics";"Analytics ";1;2011-01-01 00:00:00;2011-01-01 00:00:00;0
"1000000";"Aunt Bertha";"Software ";1;2010-01-01 00:00:00;2013-12-31 00:00:00;0
"12961728";"Aura Biosciences";"Biotechnology ";5;2007-01-01 00:00:00;2010-09-01 00:00:00;0
"300000";"Aurality";"Music ";1;2011-04-01 00:00:00;2012-03-19 00:00:00;1
"21455000";"AuraSense Therapeutics";"Biotechnology ";4;2009-01-01 00:00:00;2009-12-01 00:00:00;0
"6320281";"Aurigo Software";"Software ";1;2003-01-01 00:00:00;2013-11-21 00:00:00;0
"34502390";"Auris Surgical Robotics";"Biotechnology ";2;2007-01-01 00:00:00;2009-06-04 00:00:00;0
"101718192";"Aurora Biofuels";"Clean Technology ";7;2007-01-01 00:00:00;2007-01-24 00:00:00;0
"7660000";"Aurora Feint";"Games ";2;2008-01-01 00:00:00;2009-10-29 00:00:00;1
"5045000";"Aurora Pharmaceutical";"Biotechnology ";1;2009-01-01 00:00:00;2011-11-23 00:00:00;0
"1132500";"Aurora Spectral Technologies";"Biotechnology ";2;2010-01-01 00:00:00;2010-10-29 00:00:00;0
"11499995";"Aurrion";"Semiconductors ";1;2007-01-01 00:00:00;2014-09-19 00:00:00;0
"98817742";"Auspex Pharmaceuticals";"Health Care ";10;2001-01-01 00:00:00;2009-05-22 00:00:00;0
"8000000";"Austin Logistics Incorporated";"Analytics ";1;1992-01-01 00:00:00;2005-10-28 00:00:00;0
"3500000";"Austin-Tetra";"Consulting ";1;1993-01-01 00:00:00;2005-06-23 00:00:00;0
"2056426";"Auterra";"Clean Technology ";3;2003-01-01 00:00:00;2006-02-06 00:00:00;0
"2400000";"Auth0";"Security ";1;2013-02-01 00:00:00;2014-09-17 00:00:00;0
"3073977";"Authentic Response";"Software ";2;1998-01-01 00:00:00;2009-09-09 00:00:00;0
"5000000";"Authenticlick";"Analytics ";1;2005-08-05 00:00:00;2006-02-01 00:00:00;1
"21000000";"Authentium";"SaaS ";2;1999-01-01 00:00:00;2006-04-25 00:00:00;0
"2500000";"Authernative";"Enterprise Software ";1;2000-01-01 00:00:00;2006-04-12 00:00:00;0
"750000";"AuthorBee";"Advertising ";1;2012-12-01 00:00:00;2013-04-01 00:00:00;0
"643000";"Authorea";"Life Sciences ";2;2012-06-01 00:00:00;2014-09-22 00:00:00;0
"8700000";"authorGEN";"Software ";2;2005-05-24 00:00:00;2006-12-01 00:00:00;0
"640000";"Authorly";"Publishing ";3;2012-02-01 00:00:00;2012-10-01 00:00:00;0
"3750000";"Authy";"Security ";2;2012-01-05 00:00:00;2012-08-01 00:00:00;0
"3550000";"Autism Home Support Services";"Service Providers ";1;2009-01-01 00:00:00;2014-09-09 00:00:00;0
"250000";"Auto Load Logic";"Networking ";1;2010-01-27 00:00:00;2014-05-16 00:00:00;0
"573000";"AutoBike";"Hardware ";6;2011-01-01 00:00:00;2012-04-01 00:00:00;0
"3000000";"Autobook Now";"Automotive ";1;2009-01-02 00:00:00;2013-04-22 00:00:00;0
"2000006";"AutoESL";"Software ";1;2006-01-01 00:00:00;2010-04-22 00:00:00;0
"55153254";"AutoGenomics";"Biotechnology ";5;1999-01-01 00:00:00;2001-11-01 00:00:00;0
"100000";"AutoGnomics";"Software ";1;1996-01-01 00:00:00;2010-02-19 00:00:00;0
"4700000";"autoGraph";"Mobile ";3;2011-03-21 00:00:00;2012-01-11 00:00:00;0
"21750000";"Autogrid";"Analytics ";2;2011-01-01 00:00:00;2012-10-29 00:00:00;0
"10800000";"Automated Insights";"Automotive ";3;2007-06-01 00:00:00;2010-08-01 00:00:00;0
"5000000";"Automation Alley";"Manufacturing ";1;1999-01-01 00:00:00;2013-11-07 00:00:00;0
"317300000";"Automattic";"Web CMS ";5;2005-07-01 00:00:00;2005-10-01 00:00:00;0
"150000";"AutoMedx";"Biotechnology ";1;2004-01-01 00:00:00;2009-06-11 00:00:00;0
"14562487";"Autonet Mobile";"Web Hosting ";3;2005-01-01 00:00:00;2009-04-10 00:00:00;0
"250000";"Autoniq";"Automotive ";1;2008-01-01 00:00:00;2012-10-29 00:00:00;0
"55000000";"Autonomic Technologies";"Health Care ";3;2007-01-01 00:00:00;2008-01-14 00:00:00;0
"10200000";"Autopilot";"SEO ";2;2012-06-01 00:00:00;2012-06-01 00:00:00;0
"16499999";"Autopilot (formerly Bislr)";"Marketing Automation ";4;2011-01-01 00:00:00;2011-12-01 00:00:00;0
"875000";"AutoRef.com";"Curated Web ";2;2010-12-28 00:00:00;2012-06-28 00:00:00;1
"50000";"AutoShag";"E-Commerce ";1;2011-01-01 00:00:00;2012-04-01 00:00:00;0
"6000000";"Autotask";"Software ";1;2001-01-01 00:00:00;2006-06-20 00:00:00;0
"24300000";"AutoVirt";"Software ";7;2007-01-01 00:00:00;2007-01-01 00:00:00;1
"2500000";"AutoWeb, Inc.";"Automotive ";1;2013-09-01 00:00:00;2013-09-18 00:00:00;0
"9000000";"Auvitek International";"Semiconductors ";1;2004-03-01 00:00:00;2006-05-09 00:00:00;1
"44025440";"Auxogyn";"Health Care ";4;2008-01-01 00:00:00;2012-02-02 00:00:00;0
"16000000";"AVA.ai";"Consulting ";1;2007-01-01 00:00:00;2013-05-02 00:00:00;0
"17000000";"Avaak";"Mobile ";2;2004-01-01 00:00:00;2008-10-03 00:00:00;0
"6300000";"Avaamo";"Mobile Enterprise ";1;2014-03-22 00:00:00;2014-10-08 00:00:00;0
"12200000";"Availigent";"Software ";1;1998-01-01 00:00:00;2006-07-17 00:00:00;0
"1100000";"AvaLAN Wireless Systems";"Telecommunications ";2;2004-01-01 00:00:00;2012-04-03 00:00:00;0
"70653885";"Avalanche Biotech";"Biotechnology ";3;2006-01-01 00:00:00;2013-11-26 00:00:00;0
"59450000";"Avalanche Technology";"Flash Storage ";5;2006-01-01 00:00:00;2007-01-01 00:00:00;0
"181625355";"Avalara";"Accounting ";6;2004-01-01 00:00:00;2010-05-27 00:00:00;0
"933798";"Avalon Health Management";"Health and Wellness ";1;2013-01-01 00:00:00;2014-02-21 00:00:00;0
"4860000";"Avalon Healthcare Holdings";"Health and Wellness ";1;2004-01-01 00:00:00;2005-02-01 00:00:00;0
"237338";"Avalon Pharmaceuticals";"Health and Wellness ";1;1999-01-01 00:00:00;2008-10-27 00:00:00;0
"612500";"Avalon Solutions Group";"Software ";1;2012-01-01 00:00:00;2014-06-26 00:00:00;0
"1643849";"Avancen MOD";"Biotechnology ";1;2007-01-01 00:00:00;2012-07-23 00:00:00;0
"7500000";"Avangate BV";"E-Commerce ";2;2006-01-01 00:00:00;2006-05-01 00:00:00;0
"125000";"Avant Healthcare Professionals";"Biotechnology ";1;2003-01-01 00:00:00;2013-07-30 00:00:00;0
"509000000";"AvantCredit";"Finance ";6;2012-11-01 00:00:00;2013-05-08 00:00:00;0
"49761910";"Avantis Medical Systems";"Health Care ";10;2004-01-01 00:00:00;2006-11-01 00:00:00;0
"15008402";"Avantra Biosciences";"Biotechnology ";2;2010-01-01 00:00:00;2010-08-18 00:00:00;1
"552300";"AvaSure Holdings";"Health Care ";1;2008-01-01 00:00:00;2013-06-11 00:00:00;0
"26512137";"Avaxia Biologics";"Biotechnology ";11;2005-01-01 00:00:00;2011-06-01 00:00:00;0
"26500000";"Avectra";"Software ";1;1994-01-01 00:00:00;2007-10-25 00:00:00;0
"104300002";"Avedro";"Health Care ";7;2007-01-01 00:00:00;2009-04-29 00:00:00;0
"9500000";"Avega Systems";"Hardware + Software ";2;2005-01-01 00:00:00;2007-04-01 00:00:00;1
"12730397";"Avegant";"Hardware + Software ";3;2012-09-01 00:00:00;2013-11-08 00:00:00;0
"28000000";"Aveksa";"Enterprise Software ";3;2004-01-01 00:00:00;2006-06-14 00:00:00;0
"250000";"avelisbiotech.com";"Biotechnology ";1;2007-01-01 00:00:00;2012-08-03 00:00:00;0
"125000";"Avenace Incorporated";"Mobile ";2;2010-01-01 00:00:00;2012-12-04 00:00:00;0
"5000000";"Avenda Systems";"Security ";1;2006-01-01 00:00:00;2008-03-15 00:00:00;0
"1000000";"Aventa Technologies";"Manufacturing ";1;2012-01-01 00:00:00;2012-09-13 00:00:00;1
"22349780";"Aventura";"Software ";8;2007-01-01 00:00:00;2008-11-21 00:00:00;0
"1131250";"Avenue Right";"Local Advertising ";1;2008-01-01 00:00:00;2011-01-11 00:00:00;0
"113249997";"AVEO Pharmaceuticals";"Health Care ";4;2012-01-01 00:00:00;2009-07-21 00:00:00;0
"90000000";"AvePoint";"Software ";2;2001-01-01 00:00:00;2006-11-08 00:00:00;0
"10975000";"Aver Informatics";"Medical ";4;2010-06-04 00:00:00;2010-10-27 00:00:00;0
"6250000";"Averail";"Mobile ";2;2011-01-01 00:00:00;2011-07-26 00:00:00;0
"57000000";"Avere Systems";"Web Hosting ";3;2008-01-01 00:00:00;2010-08-05 00:00:00;0
"252000000";"AVG Technologies";"Software ";2;2005-01-01 00:00:00;2005-09-06 00:00:00;0
"50000";"Avhana Health";"Health Care Information Technology ";1;2014-01-01 00:00:00;2014-01-17 00:00:00;0
"6000000";"AVIA";"Health Care ";2;2012-01-01 00:00:00;2013-07-01 00:00:00;0
"5000000";"Aviacode";"Enterprise Software ";2;1999-01-01 00:00:00;2013-03-06 00:00:00;0
"500000";"Aviacomm";"Semiconductors ";1;2009-01-01 00:00:00;2013-05-23 00:00:00;0
"300000";"AviantLogic";"News ";1;2013-09-09 00:00:00;2014-03-21 00:00:00;0
"19044025";"Aviary";"Creative Industries ";4;2007-01-01 00:00:00;2007-01-01 00:00:00;0
"1800000";"Aviate";"Android ";1;2011-11-01 00:00:00;2013-05-11 00:00:00;0
"69900000";"Avid Radiopharmaceuticals";"Biotechnology ";4;2005-01-01 00:00:00;2005-01-25 00:00:00;0
"16000000";"Avidbank Holdings";"Finance ";1;2003-01-01 00:00:00;2013-08-06 00:00:00;0
"72300000";"Avidia";"Biotechnology ";2;2003-01-01 00:00:00;2005-05-06 00:00:00;0
"15067850";"Avidity NanoMedicines";"Biotechnology ";2;2012-01-01 00:00:00;2014-02-18 00:00:00;0
"750000";"Avieon";"Television ";1;2005-03-15 00:00:00;2007-07-15 00:00:00;1
"750000";"Aviga Systems";"Enterprise Software ";1;2008-06-01 00:00:00;2008-06-01 00:00:00;1
"70930000";"Aviir";"Biotechnology ";14;2005-01-01 00:00:00;2006-10-24 00:00:00;0
"31500000";"Avila Therapeutics";"Biotechnology ";3;2006-01-01 00:00:00;2009-05-14 00:00:00;0
"600000";"Avincel Consulting";"Consulting ";1;2012-01-01 00:00:00;2013-07-15 00:00:00;0
"1552627";"aVinci Media";"Software ";2;2003-01-01 00:00:00;2010-03-19 00:00:00;0
"125796572";"Avinger";"Health Care ";5;2007-01-01 00:00:00;2011-01-11 00:00:00;0
"2500000";"Avisena";"SaaS ";1;2001-01-01 00:00:00;2011-07-11 00:00:00;0
"8000000";"Aviso, Inc.";"Enterprises ";1;2012-03-01 00:00:00;2014-04-30 00:00:00;0
"3000000";"Avistar Communications";"Video Conferencing ";1;1995-01-01 00:00:00;2011-04-07 00:00:00;0
"3435003";"Avitide";"Biotechnology ";1;2012-01-01 00:00:00;2014-06-09 00:00:00;0
"350000";"Avitus Orthopaedics";"Health Care ";1;2011-01-01 00:00:00;2014-03-20 00:00:00;0
"77447377";"Avnera";"Wireless ";9;2004-01-01 00:00:00;2004-06-01 00:00:00;0
"2150000";"Avocado™";"Software ";2;2012-02-01 00:00:00;2012-04-01 00:00:00;0
"40000000";"Avogy";"Semiconductors ";1;2010-01-01 00:00:00;2014-09-09 00:00:00;0
"9000000";"Avolent";"Software ";1;1995-01-01 00:00:00;2006-10-09 00:00:00;0
"100000";"Avosoft";"Finance ";1;2010-04-01 00:00:00;2010-01-05 00:00:00;0
"565000";"Avotronics Powertrain";"Automotive ";1;2011-01-01 00:00:00;2012-05-31 00:00:00;0
"6594387";"AVST";"Unifed Communications ";3;2003-09-01 00:00:00;2009-06-15 00:00:00;0
"20000000";"avVenta";"Advertising ";1;2005-01-01 00:00:00;2009-01-14 00:00:00;0
"60500000";"Avvo";"Marketplaces ";4;2007-06-01 00:00:00;2006-01-01 00:00:00;0
"21948190";"AwarenessHub";"Software ";4;2014-01-01 00:00:00;2007-07-23 00:00:00;0
"60000000";"Awarepoint";"Software ";4;2002-01-01 00:00:00;2010-02-17 00:00:00;0
"800000";"AwayFind";"SMS ";4;2008-01-01 00:00:00;2008-07-01 00:00:00;0
"5250000";"awe.sm";"Analytics ";2;2009-02-06 00:00:00;2010-12-01 00:00:00;0
"3500000";"AwesomenessTV";"Games ";1;2012-06-21 00:00:00;2012-08-07 00:00:00;0
"59700";"AwesomeTouch";"Software ";4;2010-07-26 00:00:00;2010-04-30 00:00:00;0
"50000";"awesomize.me";"Social Media ";1;2010-11-08 00:00:00;2010-01-01 00:00:00;0
"13750000";"aWhere";"Software ";3;2007-01-01 00:00:00;2010-03-16 00:00:00;0
"2000000";"AWID";"Mobile ";1;1997-01-01 00:00:00;2011-06-07 00:00:00;0
"6400000";"AWR Corporation";"Software ";1;1994-07-23 00:00:00;2006-02-09 00:00:00;0
"12000000";"Axceler";"Enterprise Software ";1;1994-01-01 00:00:00;2006-05-17 00:00:00;0
"74174997";"Axcient";"Virtualization ";8;2006-01-01 00:00:00;2008-09-01 00:00:00;0
"26000000";"Axeda";"Enterprise Software ";4;2000-01-01 00:00:00;2009-10-26 00:00:00;0
"12200000";"Axentis Software";"Software ";2;1999-01-01 00:00:00;2006-01-30 00:00:00;0
"8500000";"Axial";"Software ";3;2009-01-01 00:00:00;2010-11-05 00:00:00;0
"19400000";"Axial Biotech";"Biotechnology ";2;2002-01-01 00:00:00;2005-03-01 00:00:00;1
"9412407";"Axial Exchange";"Software ";5;2009-01-01 00:00:00;2011-02-15 00:00:00;0
"1800000";"Axial Healthcare";"Health and Wellness ";2;2012-01-01 00:00:00;2013-09-19 00:00:00;0
"17408";"AxialMED";"Biotechnology ";1;2011-01-01 00:00:00;2011-08-10 00:00:00;0
"47628901";"Axilogix Education";"Software ";1;2009-01-01 00:00:00;2011-09-12 00:00:00;0
"28000000";"Axiom";"Legal ";1;2000-01-01 00:00:00;2013-02-06 00:00:00;0
"29449981";"Axiom Microdevices";"Semiconductors ";2;2002-01-01 00:00:00;2007-02-08 00:00:00;0
"41123143";"AxioMed Spine";"Health Care ";7;2001-01-01 00:00:00;2009-11-17 00:00:00;0
"4000000";"AxioMx";"Biotechnology ";2;2012-01-01 00:00:00;2012-12-06 00:00:00;0
"12206746";"Axion Health";"Software ";5;2004-01-01 00:00:00;2010-06-24 00:00:00;0
"4025000";"Axis Semiconductor";"Semiconductors ";4;2007-01-01 00:00:00;2009-06-18 00:00:00;1
"4970000";"Axis Three";"Health Care ";2;2002-01-01 00:00:00;2006-04-04 00:00:00;0
"7505797";"Axium Nanofibers";"Nanotechnology ";4;2010-01-01 00:00:00;2011-06-10 00:00:00;0
"27319779";"AxoGen";"Biotechnology ";4;2002-01-01 00:00:00;2009-06-16 00:00:00;0
"4000000";"Axonia Medical";"Health Care ";2;2011-01-01 00:00:00;2012-05-10 00:00:00;0
