"funding_total_usd ";"name";"market ";"status";"funding_rounds";"founded_at";"first_funding_at";"Statuts"
"12900000";"500Friends";"E-Commerce ";"acquired";6;2010-01-01 00:00:00;2009-12-15 00:00:00;0
"6100000";"5BARz International";"Technology ";"operating";2;2008-01-01 00:00:00;2013-11-12 00:00:00;0
"12800000";"5min Media";"Video ";"acquired";3;2007-01-01 00:00:00;2007-04-01 00:00:00;0
"50000";"5o9";"Software ";"operating";1;2006-01-01 00:00:00;2013-05-14 00:00:00;0
"250000";"5th Avenue Media";"Distribution ";"operating";1;2012-07-04 00:00:00;2012-09-02 00:00:00;0
"7000000";"5th Finger";"Mobile ";"operating";1;2008-01-01 00:00:00;2008-06-13 00:00:00;0
"3000000";"5th Planet Games";"Mobile Games ";"operating";1;2009-01-01 00:00:00;2014-07-16 00:00:00;0
"17129760";"5to1";"Internet Marketing ";"acquired";4;2009-01-01 00:00:00;2009-06-17 00:00:00;0
"100000";"64 Pixels";"Curated Web ";"operating";1;2010-10-01 00:00:00;2010-10-01 00:00:00;0
"3050000";"640 Labs";"Software ";"operating";3;2013-01-01 00:00:00;2014-06-20 00:00:00;0
"2000000";"6connect";"Web Hosting ";"operating";1;2009-01-01 00:00:00;2011-08-23 00:00:00;0
"25250000";"6fusion";"Enterprise Software ";"operating";5;2008-01-01 00:00:00;2010-08-23 00:00:00;0
"12000000";"6Sense";"Predictive Analytics ";"operating";2;2013-01-01 00:00:00;2013-04-18 00:00:00;0
"6700000";"6th Sense Analytics";"Software ";"acquired";2;2004-01-01 00:00:00;2005-11-11 00:00:00;0
"6528902";"7 Billion People";"E-Commerce ";"closed";3;2006-01-01 00:00:00;2009-02-09 00:00:00;1
"1613014";"7 Oaks Pharmaceutical";"Biotechnology ";"operating";1;1997-01-01 00:00:00;2011-06-06 00:00:00;0
"2450000";"71lbs";"Small and Medium Businesses ";"operating";5;2011-03-03 00:00:00;2012-03-20 00:00:00;0
"1500000";"79 Group";"Manufacturing ";"operating";1;2012-04-01 00:00:00;2014-07-10 00:00:00;0
"11110000";"7AC Technologies";"Clean Technology ";"operating";5;2009-01-01 00:00:00;2011-12-13 00:00:00;0
"460775";"7mb Technologies";"Software ";"operating";2;2013-01-01 00:00:00;2013-10-28 00:00:00;0
"9850000";"7signal Solutions";"Web Hosting ";"operating";4;2006-01-01 00:00:00;2011-01-01 00:00:00;0
"600000";"7Summits";"SEO ";"operating";2;2009-04-01 00:00:00;2010-01-01 00:00:00;0
"100000";"800razors";"E-Commerce ";"operating";1;2012-01-01 00:00:00;2013-02-19 00:00:00;0
"5100000";"80th Street Residence FACC Fund I";"Health and Wellness ";"operating";1;2011-01-01 00:00:00;2011-11-18 00:00:00;0
"27000000";"818 Sports & Entertainment";"Digital Entertainment ";"operating";2;2012-01-01 00:00:00;2013-03-15 00:00:00;0
"15590000";"8thBridge";"E-Commerce ";"acquired";3;2008-11-01 00:00:00;2009-11-16 00:00:00;0
"2779980";"8tracks Radio";"Music ";"operating";2;2008-08-08 00:00:00;2012-10-26 00:00:00;0
"4500000";"9+";"Consulting ";"operating";2;2013-01-01 00:00:00;2013-07-11 00:00:00;0
"17700000";"908 Devices";"Manufacturing ";"operating";3;2012-01-01 00:00:00;2012-09-05 00:00:00;0
"35000000";"99designs";"Design ";"operating";1;2008-02-01 00:00:00;2011-04-28 00:00:00;0
"4100000";"9Lenses";"SaaS ";"operating";2;2011-01-01 00:00:00;2013-09-12 00:00:00;0
"900000";"9Mile Labs";"Software ";"operating";1;2013-01-01 00:00:00;2013-11-04 00:00:00;0
"925000";"9SLIDES";"Enterprise Software ";"operating";2;2010-06-01 00:00:00;2013-05-30 00:00:00;0
"435400";"9Star Research";"Software ";"operating";1;2002-01-01 00:00:00;2011-07-25 00:00:00;0
"3500000";"@Pay";"Mobile Payments ";"operating";1;2011-05-01 00:00:00;2012-07-01 00:00:00;0
"500000";"A Family First Community Services";"Health and Wellness ";"operating";1;2008-01-01 00:00:00;2011-11-01 00:00:00;0
"7550000";"A la Mobile";"Mobile ";"operating";2;2005-06-01 00:00:00;2005-07-01 00:00:00;0
"20000";"A1 Software Group";"Business Productivity ";"operating";1;2012-12-02 00:00:00;2014-10-14 00:00:00;0
"118000000";"A10 Networks";"Communications Hardware ";"operating";4;2004-10-01 00:00:00;2005-01-01 00:00:00;0
"502860000";"A123 Systems";"Batteries ";"operating";8;2001-01-01 00:00:00;2005-11-01 00:00:00;0
"350000";"AAMPP";"Music ";"operating";1;2000-05-31 00:00:00;2013-12-01 00:00:00;0
"500000";"Aarden Pharmaceuticals";"Biotechnology ";"closed";1;2008-01-01 00:00:00;2011-01-03 00:00:00;1
"6000000";"Aardvark";"Search ";"acquired";2;2007-07-01 00:00:00;2007-01-01 00:00:00;0
"20000000";"Aasonn";"Human Resources ";"operating";1;2006-01-01 00:00:00;2014-06-04 00:00:00;0
"500000";"Abacast";"Analytics ";"acquired";1;2000-04-02 00:00:00;2010-11-11 00:00:00;0
"3500000";"Abacus Labs";"Software ";"operating";1;2013-01-01 00:00:00;2014-10-29 00:00:00;0
"4211031";"Abakan";"Clean Technology ";"operating";6;2006-01-01 00:00:00;2012-05-10 00:00:00;0
"825000";"Abakus";"Advertising Platforms ";"operating";1;2013-01-01 00:00:00;2013-12-25 00:00:00;0
"4400000";"Abazab";"Curated Web ";"operating";2;1997-01-01 00:00:00;2006-05-05 00:00:00;0
"875000";"AbbeyPost";"E-Commerce ";"operating";5;2012-08-01 00:00:00;2013-07-30 00:00:00;0
"19148000";"Abe's Market";"E-Commerce ";"operating";5;2009-09-01 00:00:00;2010-06-29 00:00:00;0
"4350000";"Abeona Therapeutics";"Biotechnology ";"operating";2;2013-01-01 00:00:00;2013-12-16 00:00:00;0
"39610000";"AbGenomics";"Biotechnology ";"operating";3;2000-06-01 00:00:00;2012-06-19 00:00:00;0
"2250180";"Abide Therapeutics";"Biotechnology ";"operating";1;2011-01-01 00:00:00;2011-11-18 00:00:00;0
"60000";"Abigail Stewart";"Fashion ";"operating";1;2010-01-15 00:00:00;2014-02-17 00:00:00;0
"1500000";"Ability Dynamics";"Health Care ";"operating";1;2009-01-01 00:00:00;2012-02-20 00:00:00;0
"583000000";"ABILITY Network";"Health Care ";"operating";4;2000-01-01 00:00:00;2006-12-14 00:00:00;0
"9000000";"AbilTo";"Health Care ";"operating";2;2008-01-01 00:00:00;2013-05-14 00:00:00;0
"6467283";"Abine";"Curated Web ";"operating";1;2008-01-01 00:00:00;2011-07-12 00:00:00;0
"14130737";"Abiquo Group";"Cloud Infrastructure ";"operating";4;2010-01-01 00:00:00;2010-12-09 00:00:00;0
"500000";"aBIZinaBOX";"Accounting ";"operating";1;1998-08-17 00:00:00;2008-10-08 00:00:00;0
"150000";"ABL Farms";"Sales and Marketing ";"operating";1;2009-09-09 00:00:00;2013-11-11 00:00:00;0
"25930577";"Ablative Solutions";"Biotechnology ";"operating";5;2011-01-01 00:00:00;2012-01-04 00:00:00;0
"12005448";"Able Planet";"Hardware + Software ";"operating";5;2005-01-01 00:00:00;2009-08-17 00:00:00;0
"1273000";"AbleSky";"Software ";"operating";1;2007-01-01 00:00:00;2011-06-29 00:00:00;0
"510000000";"Abound Solar";"Solar ";"operating";2;2007-01-01 00:00:00;2010-07-06 00:00:00;0
"17087500";"about.me";"Identity Management ";"operating";3;2013-02-05 00:00:00;2009-12-22 00:00:00;0
"4139407";"AboutOne";"Curated Web ";"operating";5;2010-06-01 00:00:00;2011-05-01 00:00:00;0
"7618249";"AboutUs.org";"Curated Web ";"operating";3;2006-01-01 00:00:00;2008-11-26 00:00:00;0
"2100000";"Above All Software";"Software ";"operating";1;2002-01-01 00:00:00;2005-06-01 00:00:00;0
"450000";"ABOVE Solutions";"Software ";"operating";1;2008-07-01 00:00:00;2011-08-16 00:00:00;0
"960000";"ABPathfinder";"Health and Wellness ";"operating";3;2010-06-01 00:00:00;2012-12-05 00:00:00;0
"50000";"Abroad101";"Education ";"operating";1;2007-05-04 00:00:00;2010-10-21 00:00:00;0
"132500";"ABS";"Health Care ";"operating";1;2009-01-01 00:00:00;2012-09-19 00:00:00;0
"2757346";"Absio";"Software ";"operating";3;2009-03-01 00:00:00;2010-05-06 00:00:00;0
"4250000";"ABSMaterials";"Clean Technology ";"operating";2;2008-01-01 00:00:00;2010-06-24 00:00:00;0
"200000";"Absolute Commerce";"Software ";"operating";1;2012-01-01 00:00:00;2014-05-09 00:00:00;0
"28364818";"ABT Molecular Imaging";"Health Care ";"operating";10;2006-01-01 00:00:00;2009-10-06 00:00:00;0
"15000";"Acacia";"Apps ";"operating";1;2012-03-10 00:00:00;2012-05-20 00:00:00;0
"23000000";"Acacia Communications";"Web Hosting ";"operating";2;2009-01-01 00:00:00;2011-12-12 00:00:00;0
"762000";"Acacia Interactive";"Software ";"operating";1;2012-01-01 00:00:00;2013-03-29 00:00:00;0
"2338650";"Acacia Living";"Health and Wellness ";"operating";1;2010-01-01 00:00:00;2013-12-11 00:00:00;0
"244600000";"Acacia Research";"Finance ";"operating";2;1992-01-01 00:00:00;2005-02-10 00:00:00;0
"17800000";"Academia.edu";"Social Media ";"operating";4;2008-09-01 00:00:00;2007-11-02 00:00:00;0
"10000000";"AcademixDirect";"Advertising ";"operating";1;2004-01-01 00:00:00;2009-01-01 00:00:00;0
"4000000";"AcadiaSoft";"Finance ";"operating";1;2009-01-01 00:00:00;2010-01-08 00:00:00;0
"25478613";"Acccess Technology Solutions";"E-Commerce ";"operating";1;2002-01-01 00:00:00;2014-08-20 00:00:00;0
"50000000";"Accela";"Software ";"operating";2;1999-01-01 00:00:00;2012-01-01 00:00:00;0
"430000";"Accelalox";"Biotechnology ";"operating";1;2005-01-01 00:00:00;2009-10-10 00:00:00;0
"63016244";"Accelerate Diagnostics";"Medical Devices ";"operating";4;2004-01-01 00:00:00;2010-03-23 00:00:00;0
"150000";"Accelerate Mobile Apps";"Mobile ";"operating";1;2009-01-01 00:00:00;2009-12-24 00:00:00;0
"3255325";"Accelerated IO";"Software ";"operating";2;1997-01-01 00:00:00;2009-11-05 00:00:00;0
"8500000";"Accelerated Vision Group";"Analytics ";"operating";2;2011-01-01 00:00:00;2012-05-21 00:00:00;0
"4045500";"Accelerize New Media";"Enterprise Software ";"operating";3;2005-01-01 00:00:00;2010-05-10 00:00:00;0
"113701127";"Acceleron Pharma";"Biotechnology ";"operating";6;2004-01-01 00:00:00;2006-08-02 00:00:00;0
"457282";"AccelGolf";"Finance ";"closed";7;2008-08-01 00:00:00;2008-01-01 00:00:00;1
"5705841";"Accelitec";"Software ";"operating";3;2001-01-01 00:00:00;2009-05-15 00:00:00;0
"13410901";"Accellion";"Enterprise Software ";"operating";2;1999-01-01 00:00:00;2012-01-04 00:00:00;0
"28500000";"Accellos";"Transportation ";"operating";2;2006-01-01 00:00:00;2008-09-30 00:00:00;0
"25000000";"AccelOps";"Cloud Management ";"operating";2;2007-01-01 00:00:00;2007-10-01 00:00:00;0
"4000000";"Accendo Therapeutics";"Health and Wellness ";"operating";1;2010-01-01 00:00:00;2011-12-29 00:00:00;0
"775000";"Accentia Biopharmaceuticals Inc";"Health and Wellness ";"operating";2;2002-01-01 00:00:00;2012-02-08 00:00:00;0
"1500000";"Accenx Technologies";"Software ";"acquired";1;1997-01-01 00:00:00;2009-02-27 00:00:00;0
"25305000";"Accept Software";"Career Management ";"acquired";4;2002-01-01 00:00:00;2005-09-16 00:00:00;0
"3020000";"Acceptd";"Software ";"operating";3;2011-01-01 00:00:00;2011-06-01 00:00:00;0
"138581610";"Accera";"Biotechnology ";"operating";5;2001-01-01 00:00:00;2004-09-16 00:00:00;0
"7131124";"Accertify";"Security ";"acquired";3;2007-03-01 00:00:00;2008-06-03 00:00:00;0
"13793098";"Access Closure";"Health Care ";"acquired";3;2002-01-01 00:00:00;2010-03-03 00:00:00;0
"30000000";"Access Media 3";"Security ";"operating";1;2007-01-01 00:00:00;2012-02-09 00:00:00;0
"46900000";"Access MediQuip";"Health Care ";"operating";1;1997-01-01 00:00:00;2013-01-13 00:00:00;0
"352500";"Access Mobile";"Mobile ";"operating";2;2010-01-01 00:00:00;2013-06-26 00:00:00;0
"3200000";"Access Network";"Advertising ";"operating";2;2008-01-01 00:00:00;2010-04-01 00:00:00;0
"1999998";"Access Northeast";"Services ";"acquired";1;1999-01-01 00:00:00;2009-11-23 00:00:00;0
"250000";"Access Psychiatry Solutions";"Biotechnology ";"operating";1;2011-01-01 00:00:00;2011-05-20 00:00:00;0
"21376001";"Access Scientific";"Health Care ";"acquired";6;2004-01-01 00:00:00;2009-10-06 00:00:00;0
"20000000";"AccessSportsMedia.com";"Sales and Marketing ";"operating";2;2003-01-01 00:00:00;2008-10-29 00:00:00;0
"2800000";"Accion Texas";"Nonprofits ";"operating";1;1994-01-01 00:00:00;2013-09-25 00:00:00;0
"4979639";"Accipiter Systems";"Analytics ";"operating";4;2002-01-01 00:00:00;2012-02-29 00:00:00;0
"90000";"Acclaimd";"Recruiting ";"operating";2;2012-02-01 00:00:00;2012-06-01 00:00:00;0
"33331814";"ACCO Semiconductor";"Semiconductors ";"operating";3;1994-01-01 00:00:00;2010-09-15 00:00:00;0
"53744444";"Accolade";"Healthcare Services ";"operating";4;2007-01-01 00:00:00;2010-01-21 00:00:00;0
"20600000";"Accompani";"3D ";"operating";2;2013-01-01 00:00:00;2014-06-16 00:00:00;0
"1200000";"Accord Biomaterials";"Biotechnology ";"operating";1;2008-01-01 00:00:00;2010-10-21 00:00:00;0
"34072000";"AccountNow";"Finance ";"operating";4;2003-01-01 00:00:00;2004-08-09 00:00:00;0
"32000000";"Accruent";"Enterprise Software ";"operating";2;1995-01-01 00:00:00;2010-02-04 00:00:00;0
"3315000";"Accruit";"Software ";"operating";1;2000-01-01 00:00:00;2008-07-03 00:00:00;0
"1000000";"Accu-Break Pharmaceuticals";"Biotechnology ";"operating";1;2001-01-01 00:00:00;2013-05-21 00:00:00;0
"12024769";"Accudial Pharmaceutical";"Biotechnology ";"operating";3;2010-01-01 00:00:00;2010-05-27 00:00:00;0
"650000";"AccuDraft";"Software ";"operating";1;1992-01-01 00:00:00;2006-12-06 00:00:00;0
"760000";"Accuhealth Partners";"Health and Wellness ";"operating";1;2011-01-01 00:00:00;2011-02-21 00:00:00;0
"110640466";"Accumetrics";"Biotechnology ";"acquired";9;1996-01-01 00:00:00;2003-05-16 00:00:00;0
"2500000";"Accuradio";"Internet Radio Market ";"operating";1;2001-04-01 00:00:00;2014-09-05 00:00:00;0
"4277507";"Accurence";"Software ";"operating";2;2005-01-01 00:00:00;2011-11-08 00:00:00;0
"2100000";"AccuRev";"Software ";"operating";1;1998-01-01 00:00:00;2005-03-07 00:00:00;0
"8198838";"Accuvant";"Security ";"acquired";4;2002-01-01 00:00:00;2008-07-01 00:00:00;0
"30500000";"AccuVein";"Hardware + Software ";"operating";2;2006-01-01 00:00:00;2011-07-28 00:00:00;0
"1245092";"ACE";"Medical ";"operating";3;2006-01-01 00:00:00;2010-05-17 00:00:00;0
"18700000";"Ace Metrix";"Advertising ";"operating";5;2007-01-01 00:00:00;2008-08-01 00:00:00;0
"75000";"ACE Portal";"Marketplaces ";"operating";1;2010-01-01 00:00:00;2011-04-01 00:00:00;0
"8700000";"ACell";"Health and Wellness ";"operating";1;1999-01-01 00:00:00;2011-04-26 00:00:00;0
"600000";"Acera Surgical";"Health Care ";"operating";1;2013-01-01 00:00:00;2013-08-08 00:00:00;0
"737630";"Acertiv";"Finance ";"operating";2;2011-04-20 00:00:00;2012-10-08 00:00:00;0
"3638201";"Acesis";"Software ";"operating";1;2006-01-01 00:00:00;2010-04-30 00:00:00;0
"151250000";"Acetylon Pharmaceuticals";"Biotechnology ";"operating";6;2008-01-01 00:00:00;2009-08-01 00:00:00;0
"5280000";"Aceva Technologies";"Enterprise Software ";"acquired";1;1999-01-01 00:00:00;2005-07-21 00:00:00;0
"100905707";"Achaogen";"Health Care ";"operating";3;2004-01-01 00:00:00;2006-10-10 00:00:00;0
"66500000";"Achates Power";"Clean Technology ";"operating";3;2004-01-01 00:00:00;2009-10-08 00:00:00;0
"150000";"Achieve X";"Software ";"operating";1;2008-01-01 00:00:00;2010-05-10 00:00:00;0
"9000000";"Achieve3000";"Software ";"operating";1;2000-01-01 00:00:00;2007-07-24 00:00:00;0
"3600000";"AchieveIt Online";"Enterprise Software ";"operating";3;2010-01-01 00:00:00;2012-08-28 00:00:00;0
"49122326";"Achievers";"Incentives ";"operating";4;1995-01-01 00:00:00;2008-07-31 00:00:00;0
"50100000";"Achillion Pharmaceuticals";"Health Care ";"operating";1;1998-01-01 00:00:00;2010-08-18 00:00:00;0
"135776263";"Achronix Semiconductor";"Semiconductors ";"operating";5;2004-01-01 00:00:00;2007-01-23 00:00:00;0
"1250000";"Achvr";"Gamification ";"operating";1;2011-10-14 00:00:00;2013-10-09 00:00:00;0
"1400000";"ACKme Networks";"Internet of Things ";"operating";1;2013-01-01 00:00:00;2014-01-14 00:00:00;0
"7300000";"Acompli";"Android ";"acquired";1;2013-01-01 00:00:00;2013-06-04 00:00:00;0
"20000000";"Acopia Networks";"Software ";"acquired";1;2002-01-01 00:00:00;2006-06-19 00:00:00;0
"8960000";"Acorns";"Apps ";"operating";3;2012-02-29 00:00:00;2012-06-01 00:00:00;0
"7974296";"Acoustic Technologies";"Software ";"acquired";1;1998-01-01 00:00:00;2013-04-12 00:00:00;0
"15000000";"Acousticeye";"Clean Technology ";"operating";4;2006-01-01 00:00:00;2010-11-03 00:00:00;0
"40000";"Acquaintable";"Curated Web ";"acquired";1;2012-01-01 00:00:00;2013-01-07 00:00:00;0
"118500000";"Acquia";"Enterprise Software ";"operating";7;2007-05-01 00:00:00;2007-12-01 00:00:00;0
"20000000";"Acrisure";"Finance ";"operating";1;2006-01-01 00:00:00;2010-01-29 00:00:00;0
"20292075";"Across America Financial Services";"Finance ";"operating";1;2005-01-01 00:00:00;2009-04-07 00:00:00;0
"6000000";"Acsis";"Enterprise Software ";"operating";1;1996-01-01 00:00:00;2006-08-14 00:00:00;0
"26980000";"ACT Biotech";"Biotechnology ";"operating";6;2008-01-01 00:00:00;2008-05-06 00:00:00;0
"72500000";"Act-On Software";"Marketing Automation ";"operating";5;2008-01-01 00:00:00;2010-08-27 00:00:00;0
"22123893";"ActBlue";"Clean Technology ";"operating";1;2004-01-01 00:00:00;2010-08-01 00:00:00;0
"57616859";"Actelis Networks";"Internet ";"operating";6;1998-01-01 00:00:00;2007-01-01 00:00:00;0
"15600000";"Actiance";"Software ";"operating";1;1998-01-01 00:00:00;2007-09-11 00:00:00;0
"137500";"Actifi";"Consulting ";"operating";1;2003-01-01 00:00:00;2011-08-25 00:00:00;0
"207500000";"Actifio";"Enterprise Software ";"operating";5;2009-07-01 00:00:00;2010-07-21 00:00:00;0
"7000720";"Actinium Pharmaceuticals";"Biotechnology ";"operating";2;2000-01-01 00:00:00;2011-11-03 00:00:00;0
"600000";"Actinobac Biomed";"Biotechnology ";"operating";2;2009-01-01 00:00:00;2009-03-20 00:00:00;0
"58200000";"Action Engine";"Mobile ";"acquired";5;2000-02-01 00:00:00;2000-05-01 00:00:00;0
"100000";"Action Online Publishing";"Collectibles ";"operating";2;2010-01-01 00:00:00;2011-09-01 00:00:00;0
"1510005";"ActionRun";"Software ";"operating";1;2008-01-01 00:00:00;2011-02-25 00:00:00;0
"6000000";"ActionX";"Mobile ";"operating";2;2012-01-01 00:00:00;2012-09-16 00:00:00;0
"25000000";"ACTIV Financial Systems";"Software ";"operating";1;2002-01-01 00:00:00;2010-01-20 00:00:00;0
"40000";"Activ Technologies";"Software ";"operating";1;2006-01-01 00:00:00;2012-09-26 00:00:00;0
"950000";"Activate Healthcare";"Health Care ";"operating";2;2009-01-01 00:00:00;2012-01-06 00:00:00;0
"16000000";"Activate Networks";"Health Care ";"operating";3;2010-08-09 00:00:00;2010-08-09 00:00:00;0
"40000";"Activation Life";"Biotechnology ";"operating";1;2009-01-01 00:00:00;2013-05-15 00:00:00;0
"705000";"Activation Media";"Games ";"operating";2;2010-01-01 00:00:00;2011-05-11 00:00:00;0
"22500000";"Active Endpoints";"Enterprise Software ";"operating";5;2003-01-01 00:00:00;2004-08-01 00:00:00;0
"99717506";"Active Implants";"Biotechnology ";"operating";11;2004-06-01 00:00:00;2004-12-23 00:00:00;0
"1300000";"Active Junky";"E-Commerce ";"operating";1;2010-01-01 00:00:00;2014-11-07 00:00:00;0
"925000";"Active Life Scientific";"Biotechnology ";"operating";3;2007-01-01 00:00:00;2010-04-20 00:00:00;0
"214208700";"ACTIVE Network";"Software ";"acquired";10;1999-08-01 00:00:00;1999-09-01 00:00:00;0
"16400000";"Active Storage";"Enterprise Software ";"closed";4;2008-10-01 00:00:00;2009-11-03 00:00:00;1
"5000";"Active Tax & Accounting";"Consulting ";"operating";1;2013-07-01 00:00:00;2013-11-09 00:00:00;0
"6000000";"Active-Semi";"Semiconductors ";"operating";1;2004-01-01 00:00:00;2011-06-15 00:00:00;0
"4099999";"Activehours";"Financial Services ";"operating";1;2012-01-01 00:00:00;2014-07-23 00:00:00;0
"899955";"Actively Learn";"Education ";"operating";1;2012-04-11 00:00:00;2014-02-04 00:00:00;0
"13250001";"ActivePath";"Finance ";"operating";2;2007-01-01 00:00:00;2011-09-19 00:00:00;0
"2750000";"ActiveRain";"Real Estate ";"operating";1;2006-06-01 00:00:00;2008-01-21 00:00:00;0
"680000";"ActiveTrak";"Mobile Security ";"operating";2;2007-01-01 00:00:00;2010-03-09 00:00:00;0
"2200000";"ActivityHero";"Education ";"operating";2;2011-01-01 00:00:00;2012-02-09 00:00:00;0
"2500000";"ACTON";"Transportation ";"operating";2;2011-01-01 00:00:00;2013-08-15 00:00:00;0
"550000";"ActualMeds";"Health Care ";"operating";2;2009-01-01 00:00:00;2011-10-26 00:00:00;0
"150000";"ActuatedMedical";"Hardware + Software ";"operating";1;2006-01-01 00:00:00;2012-03-06 00:00:00;0
"242500";"Actus Interactive Software";"Software ";"operating";1;2011-01-01 00:00:00;2011-05-06 00:00:00;0
"11879704";"ACTV8me";"Telecommunications ";"operating";4;2011-01-01 00:00:00;2011-06-17 00:00:00;0
"2670394";"ActX";"Biotechnology ";"operating";2;2012-01-01 00:00:00;2014-01-12 00:00:00;0
"439603";"Acucela";"Biotechnology ";"operating";1;2002-01-01 00:00:00;2009-09-04 00:00:00;0
"86000000";"AcuFocus";"Health Care ";"operating";2;2001-01-01 00:00:00;2011-11-29 00:00:00;0
"1500321";"Acuity Medical International";"Health Care ";"operating";1;1998-01-01 00:00:00;2010-09-30 00:00:00;0
"3000000";"AcuityAds";"Ad Targeting ";"operating";1;2009-01-01 00:00:00;2013-07-18 00:00:00;0
"23300000";"Acumatica";"Development Platforms ";"operating";4;2008-01-01 00:00:00;2009-11-03 00:00:00;0
"93000000";"Acumen Holdings";"E-Commerce ";"operating";3;1995-01-01 00:00:00;2010-12-20 00:00:00;0
"2200000";"Acumen Pharmaceuticals";"Biotechnology ";"operating";2;1996-01-01 00:00:00;2006-08-17 00:00:00;0
"18100000";"Acumentrics";"Manufacturing ";"operating";2;1994-01-01 00:00:00;2008-06-05 00:00:00;0
"6000000";"Acupera";"Health Care ";"operating";3;2011-08-01 00:00:00;2011-08-01 00:00:00;0
"10000000";"Acusphere";"Biotechnology ";"operating";2;1993-01-01 00:00:00;2011-07-07 00:00:00;0
"2000000";"Acustream";"Health Care ";"operating";1;2007-01-01 00:00:00;2013-10-16 00:00:00;0
"63176464";"Acutus Medical";"Biotechnology ";"operating";5;2011-01-01 00:00:00;2011-08-08 00:00:00;0
"6400000";"Acylin Therapeutics";"Biotechnology ";"operating";2;2009-01-01 00:00:00;2011-01-11 00:00:00;0
"2000000";"Ad Hoc Labs";"Mobile ";"operating";2;2012-08-01 00:00:00;2012-10-18 00:00:00;0
"17600000";"Ad Infuse";"Mobile ";"acquired";3;2005-11-01 00:00:00;2005-01-01 00:00:00;0
"50000";"Ad Knights";"Social Media Advertising ";"closed";1;2010-03-01 00:00:00;2010-03-01 00:00:00;1
"4549999";"Ad Summos";"Advertising ";"operating";2;2010-01-01 00:00:00;2010-03-25 00:00:00;0
"175000";"Ad Tech Media Sales";"Software ";"operating";2;2013-11-01 00:00:00;2013-11-15 00:00:00;0
"1075000";"AdAdapted";"News ";"operating";2;2012-01-01 00:00:00;2014-01-29 00:00:00;0
"6637111";"Adagio Medical";"Health Care ";"operating";2;2011-01-01 00:00:00;2013-03-29 00:00:00;0
"19500000";"Adallom";"Security ";"operating";2;2012-01-01 00:00:00;2012-12-01 00:00:00;0
"7131660";"Adama Materials";"Nanotechnology ";"operating";4;2008-01-01 00:00:00;2010-09-29 00:00:00;0
"82000000";"Adamas Pharmaceuticals";"Health Care ";"operating";4;2000-01-01 00:00:00;2005-05-01 00:00:00;0
"16377078";"Adamis Pharmaceuticals";"Biotechnology ";"operating";5;2006-01-01 00:00:00;2012-04-06 00:00:00;0
"2700000";"Adams Arms";"Manufacturing ";"operating";1;2007-01-01 00:00:00;2012-07-11 00:00:00;0
"48500000";"Adap.tv";"Television ";"acquired";5;2006-11-01 00:00:00;2007-02-01 00:00:00;0
"10000000";"Adapt Technologies";"Advertising ";"acquired";1;2001-01-01 00:00:00;2005-06-12 00:00:00;0
"5954000";"Adapteva";"Mobile ";"operating";3;2008-03-15 00:00:00;2009-10-27 00:00:00;0
"112499480";"Adaptive Biotechnologies";"Bio-Pharm ";"operating";3;2009-01-01 00:00:00;2013-09-13 00:00:00;0
"22999999";"Adaptive Computing";"Cloud Management ";"operating";3;2001-01-01 00:00:00;2010-09-14 00:00:00;0
"4000000";"Adaptive Digital Power";"Semiconductors ";"operating";1;2007-01-01 00:00:00;2010-08-04 00:00:00;0
"10400000";"Adaptive Medias, Inc.";"Advertising ";"operating";2;2012-01-01 00:00:00;2014-09-12 00:00:00;0
"7875598";"Adaptive Payments";"E-Commerce ";"operating";2;2009-01-01 00:00:00;2011-01-24 00:00:00;0
"84500000";"Adaptive Planning";"Software ";"operating";4;2003-04-01 00:00:00;2007-03-01 00:00:00;0
"10350000";"Adaptive TCR";"Biotechnology ";"closed";2;2009-01-01 00:00:00;2010-03-26 00:00:00;1
"550000";"Adaptive Technologies";"Software ";"operating";1;2002-01-01 00:00:00;2013-10-29 00:00:00;0
"24020000";"AdaptiveBlue";"Semantic Web ";"operating";4;2007-01-01 00:00:00;2007-02-15 00:00:00;0
"24845955";"Adaptivity";"Enterprise Software ";"acquired";6;2007-01-01 00:00:00;2009-11-04 00:00:00;0
"13200000";"Adaptly";"Advertising ";"operating";4;2010-04-14 00:00:00;2010-08-11 00:00:00;0
"30000000";"Adapx";"Collaboration ";"operating";6;1999-01-01 00:00:00;2007-12-05 00:00:00;0
"2400000";"Adar IT";"Software ";"acquired";1;1998-01-01 00:00:00;2014-02-04 00:00:00;0
"44115160";"ADARA";"Advertising ";"operating";4;2009-01-01 00:00:00;2006-02-20 00:00:00;0
"7250000";"Adarza BioSystems";"Biotechnology ";"operating";4;2008-01-01 00:00:00;2013-04-17 00:00:00;0
"13000000";"Adatao";"Big Data ";"operating";1;2012-01-01 00:00:00;2014-08-07 00:00:00;0
"20000000";"Adayana";"Finance ";"operating";1;2001-01-01 00:00:00;2007-07-04 00:00:00;0
"1300000";"AdBm Technologies";"Assisitive Technology ";"operating";1;2012-03-26 00:00:00;2014-10-03 00:00:00;0
"40400000";"adBrite";"Publishing ";"acquired";4;2003-01-01 00:00:00;2004-09-01 00:00:00;0
"6500000";"Adcade";"Advertising ";"operating";2;2011-12-01 00:00:00;2012-11-01 00:00:00;0
"119191000";"Adchemy";"Advertising ";"acquired";7;2004-01-01 00:00:00;2005-02-09 00:00:00;0
